year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2017,cannes.palme_dor,won,"[{""name"": ""Ruben Östlund"", ""role"": null, ""tmdb_person_id"": 56370, ""profile_path"": null}]",The Square,401246,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.grand_prix,won,"[{""name"": ""Robin Campillo"", ""role"": null, ""tmdb_person_id"": 17387, ""profile_path"": ""/14ATcK9rAce5qEphUNBLXK0Rnr0.jpg""}]",BPM (Beats per Minute),451945,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.jury_prize,won,"[{""name"": ""Andrey Zvyagintsev"", ""role"": null, ""tmdb_person_id"": 68519, ""profile_path"": ""/2MucUIIczDa9kiFGBAeG8xiCCqj.jpg""}]",Loveless,429174,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.best_director,won,"[{""name"": ""Sofia Coppola"", ""role"": null, ""tmdb_person_id"": 1769, ""profile_path"": null}]",The Beguiled,399019,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.best_actor,won,"[{""name"": ""Joaquin Phoenix"", ""role"": null, ""tmdb_person_id"": 73421, ""profile_path"": null}]",You Were Never Really Here,398181,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.best_actress,won,"[{""name"": ""Diane Kruger"", ""role"": null, ""tmdb_person_id"": 9824, ""profile_path"": null}]",In the Fade,423646,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.best_screenplay,won,"[{""name"": ""Yorgos Lanthimos"", ""role"": null, ""tmdb_person_id"": 122423, ""profile_path"": null}, {""name"": ""Efthimis Filippou"", ""role"": null, ""tmdb_person_id"": 136427, ""profile_path"": ""/ahr48ZPgUDSK8fVvc6b5yu1vVvW.jpg""}]",The Killing of a Sacred Deer,399057,true,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.best_screenplay,won,"[{""name"": ""Lynne Ramsay"", ""role"": null, ""tmdb_person_id"": 83287, ""profile_path"": null}]",You Were Never Really Here,398181,true,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.camera_dor,won,"[{""name"": ""Léonor Serraille"", ""role"": null, ""tmdb_person_id"": 1806870, ""profile_path"": ""/sHy8tWUjLNsXZw17qzRu4hbqoNi.jpg""}]",Montparnasse Bienvenue,452016,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
2017,cannes.short_film_palme_dor,won,"[{""name"": ""Qiu Yang"", ""role"": null, ""tmdb_person_id"": 1598541, ""profile_path"": ""/d6LWQDKSAEatYto4wkX7UXmengV.jpg""}]",A Gentle Night,457221,false,auto_verified,,2026-05-03T12:52:03.352483+00:00
