year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2022,cannes.palme_dor,won,"[{""name"": ""Ruben Östlund"", ""role"": null, ""tmdb_person_id"": 56370, ""profile_path"": null}]",Triangle of Sadness,497828,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.grand_prix,won,"[{""name"": ""Lukas Dhont"", ""role"": null, ""tmdb_person_id"": 1274468, ""profile_path"": ""/viS3o7SiJKjRaJraHrWEPCH532m.jpg""}]",Close,901563,true,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.grand_prix,won,"[{""name"": ""Claire Denis"", ""role"": null, ""tmdb_person_id"": 9888, ""profile_path"": null}]",Stars at Noon,603204,true,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.jury_prize,won,"[{""name"": ""Jerzy Skolimowski"", ""role"": null, ""tmdb_person_id"": 43553, ""profile_path"": ""/2gAkOxAf9sgr6RtXQeUSPu15kFx.jpg""}]",EO,785398,true,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.jury_prize,won,"[{""name"": ""Felix van Groeningen"", ""role"": null, ""tmdb_person_id"": 239672, ""profile_path"": ""/yU4ufqZgQoFsnr1MQeU87LaatvY.jpg""}, {""name"": ""Charlotte Vandermeersch"", ""role"": null, ""tmdb_person_id"": 939150, ""profile_path"": ""/xriJZiU8A8E72CloWsZnsjTvZTT.jpg""}]",The Eight Mountains,803700,true,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.best_director,won,"[{""name"": ""Park Chan-wook"", ""role"": null, ""tmdb_person_id"": 10099, ""profile_path"": null}]",Decision to Leave,705996,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.best_actor,won,"[{""name"": ""Song Kang-ho"", ""role"": null, ""tmdb_person_id"": 20738, ""profile_path"": null}]",Broker,736732,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.best_actress,won,"[{""name"": ""Zar Amir Ebrahimi"", ""role"": null, ""tmdb_person_id"": 1236122, ""profile_path"": null}]",Holy Spider,889699,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.best_screenplay,won,"[{""name"": ""Tarik Saleh"", ""role"": null, ""tmdb_person_id"": 119293, ""profile_path"": ""/8ZaGMmAj2zL9nlp8tId2P89hOaI.jpg""}]",Boy from Heaven,788977,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.camera_dor,won,"[{""name"": ""Riley Keough"", ""role"": null, ""tmdb_person_id"": 98522, ""profile_path"": ""/du1FYr5dTQL6gCMX6ISnQBOxz2F.jpg""}]",War Pony,962566,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
2022,cannes.short_film_palme_dor,won,"[{""name"": ""Jianying Chen"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",The Water Murmurs,966734,false,auto_verified,,2026-05-03T12:52:12.716128+00:00
